1558,95825.86,2.19,67.97
1558,95819.97,2.12,68.08
1558,95830.63,2.17,67.95
1558,95831.55,2.16,67.96
1558,95828.64,2.15,68.02
1558,95819.2,2.14,67.72
1558,95820.91,2.16,67.72
1558,95789.64,2,68.04
1558,95800.83,2.15,67.94
1558,95822.11,2.12,68.02
1558,95820.38,2.12,68.33
1558,95813.88,2.11,68.15
1558,95817.06,2.08,67.74
1558,95823.43,2.07,67.59
1558,95809.76,2.07,67.94
1558,95805.89,2.03,67.69
1558,95813.06,2.03,67.96
1558,95818.66,2.01,67.92
1558,95816.24,2,67.79
1558,95810.27,1.99,67.93
1558,95811.72,1.98,67.85
1558,95821.43,1.96,67.91
1558,95811.59,1.94,68
1558,95807.2,1.91,67.87
1558,95812.12,1.93,67.74
1558,95808.28,1.92,67.15
1558,95820.89,1.91,67.74
1558,95815.04,1.87,67.55
1558,95808.91,1.84,67.25
1558,95812.64,1.8,67.31
1558,95816.75,1.77,67.39
1558,95822.98,1.74,67.02
1558,95829.63,1.71,67.14
1558,95830.95,1.64,67
1558,95835.31,1.62,67.16
1558,95804.31,1.44,66.98
1558,95817.89,1.57,66.92
1558,95815.5,1.53,66.96
1558,95819.76,1.52,67.2
1558,95830.5,1.49,67.06
1558,95828.88,1.45,66.85
1558,95836.48,1.45,66.83
1558,95826.48,1.41,66.9
1558,95829.16,1.44,67
1558,95837.38,1.4,66.87
1558,95846.28,1.39,66.76
1558,95832.59,1.39,66.96
1558,95833.08,1.31,66.54
1558,95836.41,1.3,66.94
1558,95838.14,1.3,66.88
1558,95834.8,1.29,66.96
1558,95836.68,1.28,66.55
1558,95834.41,1.23,66.69
1558,95831.31,1.18,66.53
1558,95827.17,1.11,66.46
1558,95833.8,1.09,66.48
1558,95836.3,1.02,66.29
1558,95826.56,0.97,66.3
1558,95825.88,0.95,66.64
1558,95831.73,0.92,66.62
1558,95837.44,0.93,66.58
1558,95833.05,0.92,66.54
1558,95834.63,0.91,66.62
1558,95836.09,0.9,66.52
1558,95834.2,0.88,66.69
1558,95829.7,0.89,66.74
1558,95834.88,0.87,66.48
1558,95826.91,0.87,65.83
1558,95834.45,0.84,66.14
1558,95821.85,0.83,66.55
1558,95824.89,0.86,66.58
1558,95820.38,0.84,66.56
1558,95827.16,0.83,66.25
1558,95833.24,0.83,66.65
1558,95820.51,0.8,66.82
1558,95818.88,0.77,66.57
1558,95817.83,0.75,66.15
1558,95828.17,0.77,66.2
1558,95832.94,0.75,66.41
1558,95836.27,0.74,65.79
1558,95821.28,0.76,66.24
1558,95823.38,0.76,66.37
1558,95823.13,0.75,66.52
1558,95831.09,0.75,66.27
1558,95842.92,0.76,66.39
1558,95849.28,0.78,66.26
1558,95851.54,0.77,66.47
1558,95850.73,0.77,66.42
1558,95853.66,0.75,66.35
1558,95850.58,0.73,66.32
1558,95835,0.65,66.33
1558,95852.58,0.76,66.17
1558,95854.86,0.76,66.38
1558,95857.23,0.75,66.53
1558,95852.73,0.76,66.41
1558,95855.79,0.76,66.31
1558,95846.09,0.76,66.26
1558,95841.84,0.77,66.27
1558,95844.78,0.78,66.63
1558,95839.19,0.77,66.2
1558,95843.67,0.74,66.44
1558,95842.34,0.74,66.1
1558,95845.55,0.74,66.38
1558,95853.09,0.71,66.01
1558,95848.72,0.71,66.06
1558,95842.22,0.72,66.14
1558,95847.92,0.73,66.35
1558,95853.75,0.72,66.34
1558,95849.91,0.69,66.05
1558,95853.22,0.7,66.4
1558,95857.06,0.68,66.05
1558,95847.08,0.67,66.04
1558,95847.23,0.66,66.23
1558,95843.48,0.65,66.1
1558,95843.48,0.65,66.27
1558,95840.58,0.64,66.06
1558,95853.44,0.63,66.12
1558,95855.29,0.63,66.14
1558,95850.92,0.65,66.01
1558,95855.05,0.67,66.23
1558,95850.14,0.62,65.94
1558,95857.46,0.68,66.07
1558,95848.34,0.75,68.2
1558,95851.89,1.19,77.84
1558,95850.14,1.09,72.1
1558,95850.36,1.05,70.49
1558,95853.42,1.05,69.28
1558,95847.69,1.02,68.45
1558,95856.81,1.22,67.97
1558,95858.61,1.34,67.52
1558,95872.11,1.51,66.6
1558,95869.48,1.69,66.4
1558,95873.54,1.87,66.25
1558,95872.64,2.1,65.88
1558,95881.48,2.35,65.25
1558,95874.42,2.63,65.07
1558,95878.14,2.89,64.69
1558,95888.6,3.2,64.51
1558,95877.21,3.44,64.2
1558,95884.78,3.81,63.71
1558,95886.48,4.13,63.22
1558,95882.51,4.47,62.43
1558,95877.59,4.78,62.23
1558,95858.76,5.08,61.87
1558,95859.84,5.54,59.91
1558,95851.97,5.89,58.92
1558,95854.52,6.18,59.13
1558,95860.63,6.49,59.74
1558,95853.89,6.83,58.77
1558,95852.81,7.14,59.13
1558,95843.42,7.51,56.83
1558,95850.08,7.92,56.11
1558,95837.84,8.24,54.98
1558,95847.55,8.65,54.86
1558,95838.94,9.18,53.2
1558,95842.67,9.74,53.28
1558,95843.67,10.28,53.02
1558,95837.58,10.81,51.62
1558,95841.15,11.46,49.3
1558,95841.13,11.97,49.13
1558,95836.66,12.47,48.84
1558,95836.75,12.75,90.34
1558,95849.8,12.94,91.72
1558,95849.33,13.29,92.16
1558,95836.11,13.9,88.31
1558,95842.34,14.33,88.19
1558,95837.57,14.96,83.71
1558,95830.95,15.58,49.63
1558,95822.63,16.23,45.72
1558,95839.48,16.9,41.51
1558,95832.51,17.31,42.25
1558,95822.56,17.82,40.41
1558,95812.89,18.37,40.09
1558,95800.23,18.8,39.6
1558,95822.97,19.54,37.84
1558,95823.75,20.18,38.39
1558,95835.95,20.82,35.34
1558,95855.92,21.64,33.05
1558,95835.61,22.09,31.63
1558,95816.35,22.44,31.69
1558,95813.37,22.8,32.91
1558,95823.73,23.05,40.73
1558,95811.34,23.52,41.12
1558,95804.81,24.18,32.79
1558,95807.83,24.78,30.98
1558,95811.94,25.16,30.93
1558,95795.61,25.28,33.6
1558,95801.31,26.86,23.69
1558,95798.3,26.89,25.64
1558,95791.72,27.1,28.08
1558,95789.16,27.29,28.43
1558,95795.93,27.66,26.2
1558,95786.91,27.71,27.68
1558,95777.84,27.77,28.93
1558,95768.59,28.02,28.24
1558,95774.58,27.9,25.18
1558,95777.46,28.03,26.64
1558,95771.87,28.29,25.33
1558,95755.45,28.59,26.07
1558,95749.72,28.59,25.43
1558,95748.9,28.81,24.31
1558,95749.28,28.9,29.47
1558,95756.55,28.85,29.92
1558,95739.08,29.22,24.84
1558,95744.42,29.41,25.38
1558,95737.95,29.17,23.98
1558,95737.55,29.04,25.33
1558,95739.63,28.94,27.17
1558,95738.83,28.94,24.92
1558,95738.23,29.15,25.91
1558,95731.61,29.1,25.42
1558,95735.52,28.99,25.68
1558,95728.7,28.87,25.21
1558,95716.8,28.8,24.35
1558,95718.39,28.73,28.3
1558,95740.68,28.39,30.53
1558,95728.38,28.32,24.2
1558,95734.2,28.13,25.52
1558,95724.38,28.03,29.82
1558,95703.2,28.01,25.98
1558,95702.66,28.07,24.11
1558,95672.03,27.95,25.7
1558,95675.63,27.85,29.98
1558,95676.63,27.69,27.97
1558,95669.94,27.75,27.8
1558,95664.52,27.94,30.97
1558,95670.54,28,31.91
1558,95645.78,27.99,35.2
1558,95651.95,28.21,33.16
1558,95662.89,28.27,29.95
1558,95650.27,28.46,26.65
1558,95654.38,28.48,28.4
1558,95642.56,28.6,26.56
1558,95650.68,28.61,34.05
1558,95642.98,28.81,29.54
1558,95651.11,28.94,31.92
1558,95641,29.4,28.39
1558,95635.73,29.5,25.65
1558,95635.38,29.54,24.81
1558,95630.73,29.62,31.81
1558,95627.81,29.61,32.26
1558,95627.97,29.56,34.95
1558,95610.98,29.65,28.24
1558,95616.5,29.6,29.44
1558,95541.52,29.02,30.19
1558,95608.19,29.22,34.92
1558,95604.87,29.21,35.66
1558,95598.91,29.27,28.78
1558,95600.02,29.3,25
1558,95584.54,28.97,33.17
1558,95597.81,29.1,30.31
1558,95588.09,29.1,29.13
1558,95587.86,28.98,33.51
1558,95582.03,28.95,28.59
1558,95573.25,28.9,32.9
1558,95566.03,28.92,29.87
1558,95555.5,28.79,33.33
1558,95551.08,28.69,32.73
1558,95541.46,28.84,31.74
1558,95542.41,28.73,35.12
1558,95534.78,28.63,29.65
1558,95533.54,28.43,36.15
1558,95535.14,28.36,39.98
1558,95528.07,28.27,38.54
1558,95524.45,28.43,33.28
1558,95514.31,28.36,35.94
1558,95505.48,28.27,32.74
1558,95507.67,28.19,35.94
1558,95503.55,28.38,37.63
1558,95498.14,28.21,37.15
1558,95487.58,28.42,34.61
1558,95486.68,28.39,33.72
1558,95472.95,28.28,36.7
1558,95463.59,28.03,39.82
1558,95471.73,27.79,41.36
1558,95478.95,27.16,39.54
1558,95463.84,27.27,42.49
1558,95467.02,27.57,40.08
1558,95460.22,28.22,40.76
1558,95454.11,28.54,37.43
1558,95452.52,28.67,36.34
1558,95447.27,28.45,42.06
1558,95437.67,27.58,42.06
1558,95436.69,27.2,43.06
1558,95433.61,26.68,42.5
1558,95435.41,25.47,44.3
1558,95429.27,24.42,48.25
1558,95432.93,23.6,47.55
1558,95422.06,23.06,49.08
1558,95412.37,22.71,50.9
1558,95403.45,22.54,50.5
1558,95409.39,22.2,53.3
1558,95390.27,21.7,52.99
1558,95384.2,21.04,53.7
1558,95383.5,20.47,56.9
1558,95384.45,20.1,56.31
1558,95391.47,19.93,56.05
1558,95393.22,19.86,56.95
1558,95385.94,19.63,53.65
1558,95395.63,19.45,54.82
1558,95397.49,19.25,58.82
1558,95394.58,18.9,58.21
1558,95387.09,18.52,61.23
1558,95391.18,18.31,59.31
1558,95390.65,18.11,60.1
1558,95378.59,17.93,60.44
1558,95385.95,17.71,60.05
1558,95366.18,17.45,58.12
1558,95364.43,17.28,62.05
1558,95371.43,17.12,61.27
1558,95373.22,16.84,63
1558,95371.12,16.48,64.89
1558,95360.52,16.17,59.96
1558,95363.95,15.87,65.23
1558,95363.53,15.65,66.23
1558,95348.52,15.4,67.32
1558,95351.72,15.15,68.02
1558,95350.88,15.02,66.57
1558,95358.98,14.81,68.84
1558,95356.67,14.64,68.29
1558,95370.11,14.49,67.23
1558,95362.02,14.33,67.62
1558,95350.55,14.16,67.84
1558,95336.98,14.01,70.55
1558,95338.53,13.92,68.98
1558,95332.71,13.84,69.67
1558,95326.22,13.71,69.37
1558,95327.3,13.61,70.3
1558,95339.24,13.49,69.67
1558,95316.73,13.34,69.3
1558,95316.44,13.21,71.05
1558,95295.08,12.98,70.44
1558,95315.7,12.95,71.47
1558,95306.19,12.87,70.08
1558,95305.64,12.74,69.63
1558,95302.06,12.58,70.95
1558,95314.72,12.54,70.94
1558,95322.16,12.51,70.75
1558,95318.12,12.45,70.99
1558,95306.03,12.34,71.34
1558,95310.39,12.31,70.68
1558,95299.8,12.2,72.34
1558,95298.13,12.15,71.02
1558,95301.34,12.13,71.95
1558,95292.67,12.14,71.91
1558,95296.66,12.18,69.51
1558,95298.02,12.24,70.75
1558,95298.1,12.28,71.35
1558,95300.88,12.23,71.08
1558,95302.51,12.2,71.35
1558,95302.7,12.19,70.35
1558,95294.33,12.24,70.69
1558,95286.12,12.21,70.21
1558,95281.97,12.05,71.57
1558,95290.22,11.97,70.53
1558,95280.1,11.75,71.5
1558,95273.17,11.7,71.47
1558,95276.66,11.52,72.25
1558,95268.43,11.43,71.17
1558,95267.64,11.24,71.64
1558,95260.08,11.12,70.86
1558,95254.3,11.01,72.6
1558,95254.17,10.92,72.92
1558,95262.58,10.78,70.23
1558,95268.73,10.66,71.35
1558,95271.98,10.55,73.38
1558,95270.43,10.44,72.62
1558,95272.88,10.37,73.06
1558,95270.81,10.28,72.4
1558,95262.71,10.22,73.58
1558,95259.67,10.13,73.74
1558,95250.5,10.06,73.63
1558,95258.5,9.98,73.84
1558,95251.84,9.85,74.46
1558,95278.62,9.86,74.33
1558,95268.53,9.78,74.06
1558,95278.76,9.75,74.07
1558,95275.98,9.67,74.33
1558,95269.61,9.57,74.35
1558,95280.63,9.58,74.04
1558,95281.2,9.53,74.2
1558,95276.16,9.47,73.85
1558,95274.67,9.39,74.71
1558,95277.94,9.34,74.73
1558,95271.48,9.27,74.35
1558,95270.25,9.25,73.83
1558,95278.56,9.21,74.35
1558,95277.15,9.15,74.83
1558,95272.98,9.12,74.71
1558,95271.27,9.07,75.01
1558,95273.98,9.03,74.96
1558,95275.49,8.98,74.64
1558,95265.77,8.95,74.97
1558,95262.45,8.9,74.63
1558,95260.26,8.83,75.07
1558,95273.17,8.79,74.95
1558,95267.41,8.75,75.24
1558,95265.91,8.71,73.87
1558,95260.7,8.66,74.83
1558,95255.95,8.63,74.6
1558,95263.88,8.6,74.96
1558,95273.05,8.54,74.72
1558,95275.82,8.52,74.78
1558,95276.15,8.5,74.6
1558,95276.31,8.45,74.72
1558,95281.3,8.41,74.87
1558,95273.93,8.39,73.35
1558,95253.88,8.28,74.78
1558,95270.94,8.32,74.53
1558,95261.31,8.31,74.78
1558,95256.14,8.24,74.58
1558,95263.73,8.22,74.84
1558,95253.55,8.17,74.86
1558,95249.12,8.12,74.75
1558,95234.42,7.97,74.07
1558,95248.89,7.99,74.86
1558,95248.02,8.01,74.93
1558,95232.68,7.97,74.77
1558,95237.51,7.93,74.63
1558,95237.19,7.9,74.19
1558,95222.57,7.85,74.33
1558,95228.67,7.84,74.26
1558,95221.78,7.76,75.17
1558,95200.39,7.65,74.38
1558,95203.32,7.75,74.63
1558,95209.7,7.72,75.12
1558,95212.14,7.71,74.17
1558,95210.01,7.66,74.87
1558,95203.3,7.66,73.98
