2251,2.7,1.9
2251,2.03,1.8
2251,2.8,2
2251,2.33,1.77
2251,3.8,1.8
2251,4.27,1.6
2251,6,1.7
2251,1.87,1.5
2251,2.93,1.6
2251,2.43,1.63
2251,3.2,1.4
2251,3.57,1.4
2251,5.5,2
2251,4.03,1.6
2251,2.4,1.4
2251,1.7,1.6
2251,2.7,1.5
2251,3.5,1.5
2251,2.07,1.7
2251,5.63,1.5
2251,4,1.67
2251,13.73,2.5
2251,12.03,1.8
2251,4.1,1.9
2251,4.2,1.67
2251,9.93,2
2251,3.2,1.5
2251,2.93,1.67
2251,3.37,1.6
2251,5.6,1.9
2251,5.4,1.2
2251,2.07,1.5
2251,4.4,1.67
2251,2.9,1.27
2251,1.73,1.3
2251,4.13,1.57
2251,2.1,1.4
2251,6.33,1.33
2251,2.1,1.2
2251,2.6,1.2
2251,2.17,1.3
2251,1.3,1.2
2251,1.5,1.4
2251,2.1,1.5
2251,1.57,1.37
2251,3.27,1.23
2251,1.2,1.1
2251,2.2,1.1
2251,5.37,1.2
2251,5.13,1.33
2251,2.5,1.2
2251,3.93,1.1
2251,1.9,1.2
2251,1.43,1.33
2251,2,1.3
2251,6.53,1.2
2251,1.6,1.23
2251,4.4,1.6
2251,1.2,1.1
2251,1.9,1.33
2251,7,1.47
2251,5.27,1.3
2251,2.4,1.3
2251,2.07,1.4
2251,1.57,1.33
2251,1.77,1.43
2251,5.43,1.5
2251,1.5,1.37
2251,1.97,1.53
2251,3.9,1.3
2251,1.87,1.5
2251,1.53,1.2
2251,1.3,1.2
2251,2.2,1.53
2251,1.8,1.33
2251,2.9,1.4
2251,3.5,1.7
2251,1.37,1.27
2251,2.4,1.63
2251,2.4,1.4
2251,1.6,1.5
2251,1.67,1.57
2251,16.4,8.3
2251,6.03,1.83
2251,2.2,1.5
2251,2.77,1.57
2251,8.17,1.9
2251,6.2,1.9
2251,6.47,1.7
2251,3,1.67
2251,4.8,1.8
2251,6.17,2.2
2251,9.2,2
2251,5.23,2
2251,2.07,1.7
2251,3.2,2.07
2251,3.6,2.1
2251,3.2,1.5
2251,2.87,1.9
2251,7.5,2.43
2251,3.5,2.2
2251,5.5,2.43
2251,8.3,2.3
2251,3.33,1.8
2251,2.5,2.03
2251,2.93,1.9
2251,4,2.3
2251,6.5,2.1
2251,3.87,1.8
2251,5.13,2.63
2251,2.83,1.9
2251,8.47,2.23
2251,9.27,2.3
2251,9.57,2.2
2251,7.6,2.63
2251,7.5,3.03
2251,10.33,3.03
2251,7.2,2.73
2251,4.4,2.93
2251,11.37,3.13
2251,8.97,2.83
2251,5.5,2.63
2251,5.87,2.07
2251,14.27,3
2251,9.53,3
2251,11.7,3.23
2251,7.4,2.7
2251,9.17,3.2
2251,9.87,3.7
2251,10.93,3.6
2251,7.47,3.17
2251,16.97,3.7
2251,9,3.33
2251,7.9,3.83
2251,20.87,3.5
2251,9.03,3.33
2251,7.1,3.93
2251,18.27,4.1
2251,10.83,3.7
2251,10.4,3.87
2251,11.73,3.8
2251,13.23,3.5
2251,10.6,3.7
2251,15.4,3.7
2251,12.47,4
2251,20.3,4.1
2251,10.57,3.5
2251,10.27,3.73
2251,10.97,3.9
2251,11.17,3.6
2251,13.37,3.87
2251,9.47,4.5
2251,13.57,5
2251,16.23,4.6
2251,10.07,4.1
2251,22.03,4.83
2251,21.5,5.7
2251,12.27,5.07
2251,22.17,5.2
2251,13.2,5
2251,15.17,4.7
2251,19.33,5.17
2251,18,5.53
2251,12.8,5.2
2251,18.5,5.1
2251,15.3,5.6
2251,11.4,5.33
2251,10,5.13
2251,24.5,5.13
2251,12.9,5.3
2251,18.43,5.53
2251,11.37,4.23
2251,17.63,5.03
2251,8.97,3.5
2251,15.9,4.2
2251,9.57,4.3
2251,10.7,3.7
2251,10.1,4.2
2251,18.7,4.3
2251,12.7,4.07
2251,18.63,3.67
2251,13.13,3.63
2251,12.53,4.13
2251,8.23,3.77
2251,16.33,3.9
2251,13.63,3.77
2251,12.37,3.6
2251,13.1,3.87
2251,9.6,3.63
2251,16.6,3.73
2251,5.9,3.5
2251,15.23,4.3
2251,8.77,3.2
2251,22.03,2.93
2251,8.1,3.13
2251,6.2,3.2
2251,11.3,3.63
2251,14.17,3.2
2251,10.97,3.8
2251,8.3,3.13
2251,8.9,3.17
2251,23.8,3.43
2251,5.83,2.83
2251,10.2,2.77
2251,6.47,3.13
2251,10.6,2.93
2251,9.23,3.33
2251,14.5,3
2251,7.23,3
2251,6.97,2.5
2251,4.43,2.1
2251,6.67,2.7
2251,5.87,2.87
2251,7.03,2.97
2251,6.4,3.13
2251,3.93,2.87
2251,4.43,2.43
2251,8.13,2.5
2251,6.4,2.7
2251,6,2.5
2251,13.13,3.9
2251,12.93,3.07
2251,7.57,2.8
2251,6.3,2.6
2251,7.1,2.3
2251,11.2,2.53
2251,4.17,2.5
2251,4.33,2.4
2251,10.83,2.5
2251,3.73,2.63
2251,14.2,2.77
2251,5.97,3
2251,9.1,2.7
2251,8.67,2.3
